,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes),Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass
345,Ohio,Harrison,OhioHarrison,49,23,1,47.9,11.6,6133,621,7566,7741,46.0,15307,7500.0,5668.0,1742.0,46223,2725,24.5,17.0,21.1,16.7,20.7,2.7,28.3,0,0,0,4,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1
346,Texas,Harrison,TexasHarrison,100,52,36,34.0,19.1,26843,2290,32556,34089,37.9,66645,29462.0,21318.0,7812.0,48644,2576,32.4,15.9,20.2,13.5,18.0,3.8,20.9,0,0,0,4,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1
347,Iowa,Johnson,IowaJohnson,105,58,35,16.3,52.8,80056,4032,72765,74236,30.0,147001,83570.0,22925.0,59177.0,59965,1839,47.0,17.8,20.8,5.2,9.2,4.2,18.9,1,0,0,0,0,0,0,0,0,2,13,6,1,0,0,0,0,0,0,0,0,10,4,0,0,0
348,Kansas,Johnson,KansasJohnson,117,56,36,14.5,56.0,324544,17602,286987,298515,37.5,585502,336277.0,151280.0,177925.0,81121,827,51.0,12.8,23.9,4.9,7.4,6.1,20.9,1,0,0,0,0,0,0,0,0,2,13,6,1,0,0,0,0,0,0,0,0,10,4,0,0,0
349,Texas,Johnson,TexasJohnson,105,50,34,35.9,18.7,77541,5390,81568,81907,36.8,163475,71928.0,54523.0,16418.0,60458,1793,30.6,14.1,22.2,11.7,21.5,3.7,30.3,1,0,0,0,0,0,0,0,0,2,13,6,1,0,0,0,0,0,0,0,0,10,4,0,0,0
350,Wyoming,Johnson,WyomingJohnson,93,50,40,26.8,31.7,3960,232,4477,4038,45.5,8515,4914.0,3881.0,897.0,52415,5267,32.8,18.9,19.4,16.9,12.1,7.7,24.6,1,0,0,0,0,0,0,0,0,2,13,6,1,0,0,0,0,0,0,0,0,10,4,0,0,0
351,Iowa,Linn,IowaLinn,105,60,40,27.0,33.1,111300,7553,109540,112581,37.5,222121,126716.0,53098.0,70451.0,62702,1489,38.6,15.2,24.4,8.7,13.0,3.2,18.8,0,0,9,10,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,33,0,0,0,1
352,Iowa,Montgomery,IowaMontgomery,76,51,35,35.2,18.5,4621,226,4869,5286,44.0,10155,5320.0,3659.0,1583.0,43674,4866,30.4,17.0,22.3,10.6,19.6,4.9,19.0,0,0,7,2,0,0,0,12,2,4,24,17,7,0,2,0,0,0,0,0,0,26,24,0,0,0
353,Maryland,Montgomery,MarylandMontgomery,77,45,33,13.4,58.9,513663,34735,502389,537744,39.0,1040133,418018.0,83000.0,328413.0,103178,792,56.1,15.4,18.1,5.7,4.7,5.9,34.7,0,0,7,2,0,0,0,12,2,4,24,17,7,0,2,0,0,0,0,0,0,26,24,0,0,0
354,North Carolina,Montgomery,North CarolinaMontgomery,83,47,35,34.6,15.7,10573,755,13546,13792,43.3,27338,12779.0,8363.0,4305.0,38254,3424,24.7,18.4,16.7,16.1,24.1,2.6,24.0,0,0,7,2,0,0,0,12,2,4,24,17,7,0,2,0,0,0,0,0,0,26,24,0,0,0
355,Ohio,Montgomery,OhioMontgomery,112,64,44,27.8,27.9,231691,21730,256154,275880,39.3,532034,261849.0,126085.0,131592.0,47045,686,37.1,18.8,23.3,6.2,14.7,3.2,21.5,0,0,7,2,0,0,0,12,2,4,24,17,7,0,2,0,0,0,0,0,0,26,24,0,0,0
356,Pennsylvania,Montgomery,PennsylvaniaMontgomery,99,56,38,23.6,49.3,412925,34036,399358,421943,41.3,821301,501561.0,182907.0,313543.0,84791,781,49.8,13.1,23.0,6.2,7.9,6.1,28.7,0,0,7,2,0,0,0,12,2,4,24,17,7,0,2,0,0,0,0,0,0,26,24,0,0,0
357,Tennessee,Montgomery,TennesseeMontgomery,116,44,26,28.5,28.5,79666,6568,98123,98264,30.6,196387,76678.0,42156.0,32426.0,53737,1433,32.6,17.9,24.2,9.9,15.5,2.6,24.9,0,0,7,2,0,0,0,12,2,4,24,17,7,0,2,0,0,0,0,0,0,26,24,0,0,0
358,Texas,Montgomery,TexasMontgomery,129,62,40,22.8,34.5,263501,21493,274604,279841,36.9,554445,271175.0,193224.0,74255.0,74323,1461,39.8,15.3,24.0,10.5,10.5,5.5,32.7,0,0,7,2,0,0,0,12,2,4,24,17,7,0,2,0,0,0,0,0,0,26,24,0,0,0
359,Iowa,Muscatine,IowaMuscatine,124,54,30,35.3,21.5,19796,1257,21476,21474,38.1,42950,20629.0,10823.0,9372.0,56398,2540,29.2,14.9,21.1,9.5,25.3,4.6,17.2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
360,Iowa,Pottawattamie,IowaPottawattamie,77,52,31,32.7,21.5,44771,2478,45923,47580,39.5,93503,45733.0,26241.0,18570.0,56291,2064,30.5,17.0,25.4,10.7,16.4,3.2,20.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,Iowa,Scott,IowaScott,155,63,44,29.6,31.8,80541,5862,84515,87773,38.3,172288,92639.0,43661.0,46890.0,57681,1423,36.4,17.6,23.3,7.9,14.9,4.4,19.1,0,0,0,1,0,0,0,2,0,0,8,5,1,0,0,0,0,0,0,4,0,4,10,0,0,0
362,Minnesota,Scott,MinnesotaScott,121,49,32,22.2,39.9,78940,4957,71406,71966,36.1,143372,87729.0,45871.0,40037.0,93151,3176,41.2,14.7,23.1,8.6,12.4,5.6,26.0,0,0,0,1,0,0,0,2,0,0,8,5,1,0,0,0,0,0,0,4,0,4,10,0,0,0
363,Iowa,Woodbury,IowaWoodbury,79,50,29,32.2,23.1,51606,2861,50496,51902,35.7,102398,45172.0,25736.0,18704.0,51350,1565,30.0,17.2,22.3,10.4,20.1,4.0,17.8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Kansas,Ford,KansasFord,79,29,11,25.3,17.7,16640,584,17896,16588,31.9,34484,8850.0,5763.0,2926.0,49890,3711,24.3,14.4,16.1,15.2,30.0,2.3,14.4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
365,Kansas,Neosho,KansasNeosho,106,54,39,32.5,18.1,5845,401,7923,8202,40.1,16125,6629.0,4795.0,1727.0,44402,2389,31.0,14.7,23.0,12.4,18.9,2.6,16.6,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0
366,Kansas,Sedgwick,KansasSedgwick,114,54,38,26.3,30.9,234769,22448,253201,258863,35.2,512064,213552.0,117653.0,90820.0,52841,879,35.8,16.9,23.4,10.1,13.8,3.2,18.8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
367,Kansas,Shawnee,KansasShawnee,169,58,39,31.4,30.9,85910,5433,86327,91957,38.9,178284,84061.0,39890.0,42032.0,54667,1174,38.2,16.8,23.6,8.7,12.8,2.9,18.0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Kansas,Sherman,KansasSherman,106,44,13,30.3,21.8,2795,99,3003,2963,38.8,5966,2673.0,2222.0,386.0,52030,3602,37.8,12.5,24.8,14.7,10.2,6.6,15.3,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,1,1,0,0,0
369,Kansas,Sumner,KansasSumner,117,59,40,34.9,23.3,10126,891,11581,11627,41.1,23208,10779.0,7998.0,2551.0,52695,2960,31.3,16.4,20.6,13.1,18.6,5.2,23.5,0,0,4,4,0,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0
370,Tennessee,Sumner,TennesseeSumner,121,52,37,30.9,28.1,95424,6645,87811,91662,39.6,179473,92529.0,63404.0,27630.0,61584,1513,35.0,15.4,27.1,8.3,14.2,5.2,27.8,0,0,4,4,0,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0
371,Kansas,Wyandotte,KansasWyandotte,116,63,44,32.1,18.1,72303,6089,81294,83051,33.7,164345,55107.0,18512.0,35566.0,42783,1077,23.5,21.3,23.3,12.4,19.5,2.6,21.5,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0
372,Kentucky,Bell,KentuckyBell,71,46,33,38.5,9.2,7606,642,13325,13863,41.6,27188,10044.0,8140.0,1789.0,23558,2343,24.6,19.0,22.4,13.7,20.3,2.9,20.6,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,Texas,Bell,TexasBell,135,61,40,26.0,25.2,134459,10099,170918,171318,30.8,342236,125867.0,67113.0,56032.0,52583,994,33.1,19.9,25.9,9.4,11.7,3.5,20.6,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,Kentucky,Campbell,KentuckyCampbell,93,54,39,28.2,36.3,46886,2761,45124,47143,38.1,92267,48833.0,28482.0,19373.0,57208,2586,39.1,15.3,25.8,7.9,11.8,3.6,22.4,0,0,5,6,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
375,Wyoming,Campbell,WyomingCampbell,124,68,44,35.6,18.9,21822,1617,24559,23149,33.5,47708,19566.0,16975.0,1935.0,80178,3568,26.5,14.2,21.7,22.6,15.0,3.6,20.7,0,0,5,6,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
376,Kentucky,Carter,KentuckyCarter,59,44,31,40.3,12.6,8663,923,13437,13853,41.0,27290,11585.0,8775.0,2642.0,35095,2851,24.6,19.9,26.5,13.4,15.6,2.6,30.3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Oklahoma,Carter,OklahomaCarter,147,64,43,36.7,20.5,20051,1506,23494,24912,38.2,48406,19479.0,14699.0,4470.0,47754,1702,28.7,18.9,22.8,12.3,17.3,3.0,19.6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Kentucky,Christian,KentuckyChristian,83,51,38,31.0,18.1,22662,1925,38411,33852,28.4,72263,23863.0,15080.0,8296.0,41849,1312,27.8,20.4,22.2,8.5,21.1,1.9,17.3,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
379,Kentucky,Fayette,KentuckyFayette,84,51,38,19.6,43.6,162405,9879,156453,162281,34.4,318734,152664.0,58845.0,90566.0,53013,1131,42.9,18.1,22.9,6.0,10.1,4.4,20.9,0,0,16,3,0,0,0,0,0,3,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
380,Ohio,Fayette,OhioFayette,80,49,35,45.9,16.3,12991,1032,13960,14685,40.7,28645,12305.0,9220.0,2911.0,44289,2298,26.7,16.8,24.2,10.5,21.9,3.4,24.0,0,0,16,3,0,0,0,0,0,3,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
381,Pennsylvania,Fayette,PennsylvaniaFayette,100,51,37,48.0,17.3,49743,6594,65327,66962,44.8,132289,59941.0,39978.0,19518.0,41632,1212,27.7,19.6,22.8,11.8,18.1,2.9,26.3,0,0,16,3,0,0,0,0,0,3,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
382,Kentucky,Greenup,KentuckyGreenup,61,42,28,36.0,17.1,12064,1174,17411,18354,43.4,35765,18176.0,13064.0,4873.0,47517,2009,36.2,16.1,24.0,10.5,13.3,1.8,23.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Kentucky,Hancock,KentuckyHancock,97,47,37,43.4,11.4,3575,233,4494,4225,39.4,8719,4587.0,3145.0,1351.0,49135,3514,24.1,15.7,19.2,12.1,28.9,2.3,22.5,0,0,9,0,0,0,4,0,0,0,1,0,0,0,0,0,15,0,0,0,0,11,1,0,0,1
384,Maine,Hancock,MaineHancock,105,48,35,30.8,34.1,26059,1589,26374,28167,48.5,54541,1486.0,778.0,659.0,51438,1931,34.0,20.8,20.7,15.3,9.1,6.5,23.1,0,0,9,0,0,0,4,0,0,0,1,0,0,0,0,0,15,0,0,0,0,11,1,0,0,1
385,Mississippi,Hancock,MississippiHancock,88,54,38,28.1,22.0,17106,1586,22779,23874,44.0,46653,17403.0,13999.0,3095.0,47518,4235,34.2,18.3,23.3,13.7,10.6,2.6,29.0,0,0,9,0,0,0,4,0,0,0,1,0,0,0,0,0,15,0,0,0,0,11,1,0,0,1
386,Ohio,Hancock,OhioHancock,21,21,0,36.0,27.1,38943,2860,37306,38384,39.2,75690,37999.0,25796.0,11535.0,52831,2001,32.8,16.7,19.8,8.1,22.7,3.3,17.1,0,0,9,0,0,0,4,0,0,0,1,0,0,0,0,0,15,0,0,0,0,11,1,0,0,1
387,Kentucky,Hardin,KentuckyHardin,80,51,38,30.4,22.0,44196,3385,53723,54372,36.3,108095,48941.0,29832.0,18101.0,51923,1694,32.6,17.7,25.3,8.0,16.4,2.8,22.2,0,0,6,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2
388,Kentucky,Henderson,KentuckyHenderson,114,44,1,36.0,18.2,19643,1278,22328,23809,40.8,46137,20688.0,12730.0,7639.0,43458,2412,28.6,17.3,22.6,10.4,21.1,2.4,20.8,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0
389,Kentucky,Livingston,KentuckyLivingston,105,47,37,43.6,11.8,3268,266,4626,4637,45.7,9263,5003.0,4010.0,939.0,43472,4463,21.8,15.1,20.7,23.0,19.4,4.1,25.2,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,10,2,0,0,0
390,Kentucky,McCracken,KentuckyMcCracken,111,57,39,31.4,24.2,26435,2051,31193,34091,42.1,65284,33521.0,21820.0,11190.0,42894,2275,34.0,19.4,24.3,9.4,12.9,3.2,18.1,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Kentucky,Morgan,KentuckyMorgan,64,44,33,41.4,12.5,4052,300,7425,5860,41.3,13285,5535.0,4297.0,1172.0,33523,2845,30.8,16.9,18.4,15.1,18.8,2.2,35.2,0,0,3,1,0,0,0,2,0,18,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
392,Ohio,Morgan,OhioMorgan,96,9,1,43.9,10.2,6077,620,7349,7353,44.3,14702,6721.0,4932.0,1703.0,40276,2601,31.2,14.5,18.2,15.6,20.6,3.7,31.2,0,0,3,1,0,0,0,2,0,18,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
393,Kentucky,Oldham,KentuckyOldham,97,49,38,20.7,42.4,30867,1571,34328,31046,39.0,65374,37936.0,22651.0,14504.0,92237,2747,45.1,13.1,25.3,7.1,9.4,6.2,27.7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
394,Kentucky,Warren,KentuckyWarren,97,53,38,26.6,32.2,59108,4148,61873,64554,32.8,126427,55351.0,31790.0,22477.0,49508,2374,32.5,17.5,25.4,7.1,17.5,2.9,20.2,1,0,8,0,0,0,6,0,0,6,2,0,1,0,0,0,1,0,0,1,0,15,25,0,0,3
395,New Jersey,Warren,New JerseyWarren,100,50,34,30.6,33.0,50947,4723,51936,54357,44.0,106293,53340.0,29867.0,22315.0,75500,2277,36.5,16.9,26.1,9.4,11.1,4.9,35.4,1,0,8,0,0,0,6,0,0,6,2,0,1,0,0,0,1,0,0,1,0,15,25,0,0,3
396,Ohio,Warren,OhioWarren,115,59,39,25.8,43.0,111257,7581,114030,112534,39.3,226564,132391.0,85069.0,45040.0,79397,2054,48.2,13.1,21.5,6.4,10.8,5.6,25.4,1,0,8,0,0,0,6,0,0,6,2,0,1,0,0,0,1,0,0,1,0,15,25,0,0,3
397,Pennsylvania,Warren,PennsylvaniaWarren,95,24,9,45.4,19.5,17163,1505,20013,20022,47.0,40035,20401.0,14020.0,5987.0,45781,1519,30.7,16.1,20.9,10.3,21.9,3.3,20.4,1,0,8,0,0,0,6,0,0,6,2,0,1,0,0,0,1,0,0,1,0,15,25,0,0,3
398,Maine,Androscoggin,MaineAndroscoggin,66,44,29,35.5,22.8,51486,2984,52514,54930,40.7,107444,,,,49538,1293,33.2,19.3,23.5,9.8,14.1,4.1,24.2,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,Maine,Aroostook,MaineAroostook,189,47,33,37.3,19.2,27642,1613,33745,34524,47.6,68269,,,,39021,1177,31.6,18.6,22.3,12.9,14.8,4.3,17.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
400,Maine,Cumberland,MaineCumberland,97,53,38,22.2,47.6,152368,8495,141276,149668,42.1,290944,6002.0,1800.0,4074.0,65702,1115,45.1,16.2,23.8,7.1,7.8,7.0,22.9,1,0,21,0,0,0,0,7,1,10,9,0,0,0,0,0,0,0,0,0,0,14,36,0,0,2
401,New Jersey,Cumberland,New JerseyCumberland,71,52,38,39.4,15.6,59148,7129,78687,74713,37.2,153400,58248.0,27294.0,30148.0,50000,1518,26.1,22.1,21.2,12.2,18.3,1.7,23.6,1,0,21,0,0,0,0,7,1,10,9,0,0,0,0,0,0,0,0,0,0,14,36,0,0,2
402,North Carolina,Cumberland,North CarolinaCumberland,81,49,35,25.9,25.5,114386,12001,165152,166954,31.2,332106,146204.0,59808.0,84110.0,44737,795,33.0,20.7,25.7,8.5,12.1,3.5,20.5,1,0,21,0,0,0,0,7,1,10,9,0,0,0,0,0,0,0,0,0,0,14,36,0,0,2
403,Pennsylvania,Cumberland,PennsylvaniaCumberland,137,55,33,32.0,36.6,121949,8702,122321,125112,40.5,247433,139399.0,76149.0,61168.0,65544,1244,40.6,15.4,25.0,6.2,12.7,4.3,22.1,1,0,21,0,0,0,0,7,1,10,9,0,0,0,0,0,0,0,0,0,0,14,36,0,0,2
404,Maine,Kennebec,MaineKennebec,64,44,35,32.7,28.1,58332,3044,59159,62386,44.3,121545,,,,50116,1664,37.1,17.8,25.5,9.9,9.8,4.8,23.4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
405,Maine,Oxford,MaineOxford,65,44,33,42.0,19.2,24097,1718,28316,29009,46.6,57325,2325.0,1456.0,807.0,44582,1758,27.7,20.8,20.8,14.6,16.0,5.0,28.4,0,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1
406,Maine,Penobscot,MainePenobscot,73,44,29,33.6,27.7,70710,4007,75196,76552,42.1,151748,851.0,306.0,512.0,47886,1189,35.5,20.2,24.5,9.9,10.0,4.1,22.5,2,0,59,0,0,0,0,2,1,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
407,Maine,York,MaineYork,87,47,39,30.0,32.5,104935,5949,99029,104073,44.9,203102,9658.0,3352.0,6117.0,62618,1559,35.6,18.2,23.7,10.0,12.5,5.7,28.0,0,0,25,1,0,0,0,0,1,13,0,0,7,0,4,0,0,0,0,0,0,7,2,0,0,1
408,Pennsylvania,York,PennsylvaniaYork,97,57,40,39.6,24.9,214165,18647,219415,224599,41.0,444014,233060.0,143415.0,85491.0,61707,624,33.3,16.0,23.7,9.4,17.6,3.4,27.1,0,0,25,1,0,0,0,0,1,13,0,0,7,0,4,0,0,0,0,0,0,7,2,0,0,1
409,South Carolina,York,South CarolinaYork,92,47,35,25.1,33.3,135143,8747,124828,133813,38.5,258641,144050.0,82727.0,59008.0,59394,1406,36.4,14.5,27.1,8.0,13.9,4.9,26.9,0,0,25,1,0,0,0,0,1,13,0,0,7,0,4,0,0,0,0,0,0,7,2,0,0,1
410,Maryland,Allegany,MarylandAllegany,9,3,1,41.8,18.9,28437,2398,37646,34331,41.7,71977,29130.0,20213.0,8464.0,42771,1485,29.9,23.4,24.8,8.8,13.1,1.7,20.9,1,0,2,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,392421,435204,39.3,827625,346035.0,130085.0,210155.0,71810,964,43.4,16.6,24.4,7.0,8.6,4.0,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
412,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,392421,435204,39.3,827625,220296.0,23872.0,193130.0,46641,774,42.1,20.7,21.8,5.3,10.0,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
413,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,288691,326009,35.1,614700,346035.0,130085.0,210155.0,71810,964,43.4,16.6,24.4,7.0,8.6,4.0,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
414,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,288691,326009,35.1,614700,220296.0,23872.0,193130.0,46641,774,42.1,20.7,21.8,5.3,10.0,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
415,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,392421,435204,39.3,827625,346035.0,130085.0,210155.0,71810,964,43.4,16.6,24.4,7.0,8.6,4.0,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
416,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,392421,435204,39.3,827625,220296.0,23872.0,193130.0,46641,774,42.1,20.7,21.8,5.3,10.0,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
417,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,288691,326009,35.1,614700,346035.0,130085.0,210155.0,71810,964,43.4,16.6,24.4,7.0,8.6,4.0,29.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
418,Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,288691,326009,35.1,614700,220296.0,23872.0,193130.0,46641,774,42.1,20.7,21.8,5.3,10.0,3.8,30.7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
419,Maryland,Calvert,MarylandCalvert,67,44,35,30.3,32.4,46006,2537,45307,45775,40.8,91082,48023.0,24957.0,22185.0,100350,4007,41.0,15.0,23.0,13.0,8.1,5.3,41.9,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0
420,Maryland,Cecil,MarylandCecil,97,49,34,36.1,23.9,48988,3095,51149,51368,40.4,102517,45853.0,28797.0,16053.0,70516,2476,35.2,16.3,21.5,12.9,14.1,4.6,29.3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
421,Maryland,Charles,MarylandCharles,58,44,34,31.7,28.9,80309,5790,76071,81600,38.3,157671,81617.0,24227.0,56204.0,93973,2130,42.2,17.0,24.7,8.6,7.4,3.7,43.9,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
422,Virginia,Charles,VirginiaCharles,67,44,31,38.3,14.7,3375,235,3441,3554,50.3,6995,4439.0,1761.0,2624.0,55069,4060,23.0,19.7,23.7,12.8,20.8,3.2,32.7,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
423,Maryland,Dorchester,MarylandDorchester,84,47,35,38.5,21.2,14923,1067,15335,16926,44.5,32261,13371.0,7804.0,5295.0,50532,3733,31.8,20.0,23.4,10.2,14.6,2.6,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
424,Maryland,Frederick,MarylandFrederick,90,49,40,24.1,41.4,124969,7898,122524,125948,39.2,248472,139768.0,62057.0,74622.0,88502,1557,46.1,15.5,22.3,8.8,7.4,6.1,35.0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
425,Virginia,Frederick,VirginiaFrederick,78,45,35,32.4,28.3,46376,2260,42405,42748,40.6,85153,48736.0,30755.0,17200.0,71037,1954,37.3,13.3,24.2,11.5,13.7,4.6,31.1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
426,Maryland,Garrett,MarylandGarrett,71,46,36,43.3,20.9,14261,1013,14561,14815,45.6,29376,15045.0,11654.0,3098.0,48174,2234,33.8,17.5,18.8,16.5,13.4,5.7,24.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
427,Maryland,Harford,MarylandHarford,119,55,38,26.0,36.7,130336,8001,122763,128262,40.8,251025,137829.0,77238.0,57749.0,83445,1295,43.3,15.2,24.5,7.9,9.1,4.4,32.1,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0
428,Massachusetts,Barnstable,MassachusettsBarnstable,108,45,35,23.7,43.4,97073,11055,102176,111514,52.9,213690,27051.0,10824.0,15685.0,68048,1279,37.9,21.2,23.4,10.6,7.0,6.3,23.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,9,0,0,0
429,Massachusetts,Berkshire,MassachusettsBerkshire,94,52,36,29.4,33.6,56016,5629,61603,65725,46.7,127328,,,,55190,1350,37.7,21.5,23.0,8.9,8.9,5.6,20.0,0,0,2,0,0,0,2,0,0,4,0,0,1,0,0,0,6,0,0,0,0,4,16,0,0,0
430,Massachusetts,Bristol,MassachusettsBristol,119,53,39,29.9,28.7,263456,30076,270624,288281,41.0,558905,,,,62514,883,36.2,18.8,23.2,9.5,12.3,3.4,28.0,3,0,0,0,0,0,0,6,0,5,2,0,0,0,0,0,2,0,0,0,0,5,37,0,0,0
431,Massachusetts,Dukes,MassachusettsDukes,126,45,37,23.6,44.9,8640,877,8475,8838,46.1,17313,,,,67535,8612,45.2,16.3,17.0,11.1,10.4,8.2,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
